Epoch, Loss, Val Loss
1, 1.5988272428512573, 0.5948512554168701
2, 0.2881385385990143, 0.14463652670383453
3, 0.16922619938850403, 0.12109721451997757
4, 0.1585274338722229, 0.12245827168226242
5, 0.15380103886127472, 0.12402354925870895
6, 0.14954933524131775, 0.11223270744085312
7, 0.14266273379325867, 0.09571655094623566
8, 0.12963292002677917, 0.09913534671068192
9, 0.13121823966503143, 0.09999020397663116
10, 0.12644849717617035, 0.08463699370622635
11, 0.11619537323713303, 0.0833422839641571
12, 0.11418439447879791, 0.0784420296549797
13, 0.1105576679110527, 0.07799676805734634
14, 0.11300965398550034, 0.08331720530986786
15, 0.10842011123895645, 0.075813889503479
16, 0.10739181190729141, 0.07724399119615555
17, 0.10494790226221085, 0.07213842868804932
18, 0.10657748579978943, 0.08514866977930069
19, 0.10394613444805145, 0.07640189677476883
20, 0.1006070226430893, 0.07714439183473587
21, 0.09771601855754852, 0.0669216588139534
22, 0.09467193484306335, 0.06409082561731339
23, 0.09543001651763916, 0.06387124955654144
24, 0.08871383219957352, 0.060079727321863174
25, 0.09213853627443314, 0.06288094073534012
26, 0.09138892590999603, 0.06822990626096725
27, 0.09464871883392334, 0.07197083532810211
28, 0.09129895269870758, 0.06615521758794785
29, 0.08974729478359222, 0.06493251025676727
30, 0.08753923326730728, 0.06084151193499565
