Epoch, Loss, Val Loss
1, 2.4974775314331055, 2.0196149349212646
2, 1.707937479019165, 1.3663450479507446
3, 1.1583514213562012, 0.9055337309837341
4, 0.7476670145988464, 0.5443432331085205
5, 0.4332963228225708, 0.2872946560382843
6, 0.20431959629058838, 0.10177435725927353
7, 0.13051427900791168, 0.10587798058986664
8, 0.12400797754526138, 0.09951507300138474
9, 0.1277797967195511, 0.09837286919355392
10, 0.11908070743083954, 0.08734551817178726
11, 0.11709529906511307, 0.08815544843673706
12, 0.11360269039869308, 0.09101885557174683
13, 0.109041728079319, 0.07826187461614609
14, 0.1108405739068985, 0.07739999890327454
15, 0.10709545761346817, 0.08245633542537689
16, 0.10701807588338852, 0.06985972076654434
17, 0.10767096281051636, 0.08233946561813354
18, 0.10424857586622238, 0.07112906128168106
19, 0.09707511216402054, 0.07238586992025375
20, 0.09589576721191406, 0.0732756182551384
21, 0.09317377954721451, 0.06780015677213669
22, 0.09205935150384903, 0.07085230946540833
23, 0.0877508819103241, 0.06602711230516434
24, 0.09286972135305405, 0.0773506909608841
25, 0.09315367043018341, 0.06931107491254807
26, 0.09155832231044769, 0.06987597048282623
27, 0.08638415485620499, 0.06117198243737221
28, 0.08000023663043976, 0.06326665729284286
29, 0.0811917632818222, 0.054629143327474594
30, 0.08095239847898483, 0.05697288364171982
31, 0.08018049597740173, 0.055757686495780945
32, 0.08036679774522781, 0.05971001088619232
33, 0.08208423852920532, 0.054772764444351196
34, 0.07589690387248993, 0.0485658124089241
35, 0.07588076591491699, 0.05364654213190079
36, 0.07604578882455826, 0.049400802701711655
37, 0.0757780522108078, 0.05212494358420372
38, 0.07670042663812637, 0.05074993893504143
39, 0.07454055547714233, 0.049012504518032074
40, 0.07502985745668411, 0.0524846576154232
41, 0.07123436778783798, 0.055530376732349396
42, 0.07590331882238388, 0.05053228884935379
43, 0.06934473663568497, 0.05103016644716263
44, 0.07224299758672714, 0.05827826261520386
45, 0.07354091107845306, 0.05467706173658371
46, 0.07093644142150879, 0.05407455936074257
47, 0.07035914808511734, 0.046108100563287735
48, 0.07094304263591766, 0.04630715027451515
49, 0.06825307756662369, 0.043788161128759384
50, 0.06667429953813553, 0.05261348560452461
