Epoch, Loss, Val Loss
1, 0.9898934960365295, 0.17526960372924805
2, 0.20712152123451233, 0.1371682733297348
3, 0.1840788722038269, 0.13074055314064026
4, 0.16763713955879211, 0.11825478821992874
5, 0.16141653060913086, 0.11916805058717728
6, 0.154303640127182, 0.1025337427854538
7, 0.15247349441051483, 0.09651967138051987
8, 0.14518065750598907, 0.09758849442005157
9, 0.14159007370471954, 0.09328832477331161
10, 0.13593529164791107, 0.09243028610944748
11, 0.13456790149211884, 0.09100979566574097
12, 0.12919367849826813, 0.07955507189035416
13, 0.12212557345628738, 0.08768220245838165
14, 0.12248264998197556, 0.07486885040998459
15, 0.12271340936422348, 0.09727056324481964
16, 0.11988992244005203, 0.08936542272567749
17, 0.1198248341679573, 0.08221352845430374
18, 0.1168845072388649, 0.08672632277011871
19, 0.11755132675170898, 0.08381792902946472
20, 0.11033369600772858, 0.08131762593984604
21, 0.11226847767829895, 0.07161112874746323
22, 0.10362301766872406, 0.06884856522083282
23, 0.10018997639417648, 0.05271516740322113
24, 0.09733962267637253, 0.05416150763630867
25, 0.09741747379302979, 0.05845507234334946
26, 0.10025124996900558, 0.061939138919115067
27, 0.10249768942594528, 0.06992261856794357
28, 0.10146525502204895, 0.07574502378702164
29, 0.10126294940710068, 0.06163785234093666
30, 0.0987468883395195, 0.05662597715854645
