Epoch, Loss, Val Loss
1, 0.9856680631637573, 0.1951504796743393
2, 0.20297449827194214, 0.1626153290271759
3, 0.18351520597934723, 0.13984963297843933
4, 0.16542835533618927, 0.12397408485412598
5, 0.15244409441947937, 0.1281803995370865
6, 0.14911574125289917, 0.12189672142267227
7, 0.14771457016468048, 0.10913913697004318
8, 0.13852684199810028, 0.09457401931285858
9, 0.1349119246006012, 0.09378008544445038
10, 0.12696465849876404, 0.09420542418956757
11, 0.12033957988023758, 0.08787540346384048
12, 0.11728474497795105, 0.08146794140338898
13, 0.11441458761692047, 0.08815333247184753
14, 0.11396834999322891, 0.08205404132604599
15, 0.11628217995166779, 0.08350895345211029
16, 0.11160648614168167, 0.07305378466844559
17, 0.11193444579839706, 0.08974935114383698
18, 0.11094540357589722, 0.0754116028547287
19, 0.10171686857938766, 0.07390523701906204
20, 0.10117931663990021, 0.07500223815441132
21, 0.1045042872428894, 0.08755309879779816
22, 0.11344548314809799, 0.08305875211954117
23, 0.11044112592935562, 0.07023424655199051
24, 0.10439949482679367, 0.06603478640317917
25, 0.09868139028549194, 0.06684219837188721
26, 0.09600961953401566, 0.07014911621809006
27, 0.09715831279754639, 0.06285305321216583
28, 0.09649356454610825, 0.06572897732257843
29, 0.09363844245672226, 0.06658153235912323
30, 0.0900791734457016, 0.06713101267814636
