Epoch, Loss, Val Loss
1, 2.495300054550171, 2.0133161544799805
2, 1.7172205448150635, 1.3823755979537964
3, 1.1649729013442993, 0.8908458948135376
4, 0.7388630509376526, 0.5320611000061035
5, 0.435132771730423, 0.28189221024513245
6, 0.20618575811386108, 0.10976698994636536
7, 0.14672507345676422, 0.10361196100711823
8, 0.13283959031105042, 0.09383806586265564
9, 0.132643923163414, 0.08362583816051483
10, 0.12430907040834427, 0.07183729857206345
11, 0.1191677376627922, 0.07311863452196121
12, 0.13032881915569305, 0.0901593267917633
13, 0.12380567193031311, 0.0756034106016159
14, 0.117372527718544, 0.07235509157180786
15, 0.11079000681638718, 0.07349767535924911
16, 0.11478812247514725, 0.08822770416736603
17, 0.1090632751584053, 0.07545898854732513
18, 0.10400755703449249, 0.06721776723861694
19, 0.09998919814825058, 0.07232794910669327
20, 0.10305779427289963, 0.061619456857442856
21, 0.10268751531839371, 0.06574422121047974
22, 0.10253297537565231, 0.07745978981256485
23, 0.09951572120189667, 0.06807088851928711
24, 0.0962279886007309, 0.06625469774007797
25, 0.0933619812130928, 0.06887218356132507
26, 0.09103748202323914, 0.06413253396749496
27, 0.09013637155294418, 0.06227044016122818
28, 0.08601713180541992, 0.06242957338690758
29, 0.08584456890821457, 0.06182977929711342
30, 0.08512784540653229, 0.05913037434220314
