Epoch, Loss, Val Loss
1, 1.609768033027649, 0.6133991479873657
2, 0.290397047996521, 0.13437488675117493
3, 0.17761187255382538, 0.131892129778862
4, 0.1713792234659195, 0.13084398210048676
5, 0.15646137297153473, 0.11968899518251419
6, 0.1438940018415451, 0.10806147754192352
7, 0.13565020263195038, 0.09789042174816132
8, 0.12533828616142273, 0.08380590379238129
9, 0.12668763101100922, 0.09882331639528275
10, 0.12439475208520889, 0.07932837307453156
11, 0.11465977877378464, 0.07520736008882523
12, 0.1117444634437561, 0.0766889750957489
13, 0.11488785594701767, 0.08389447629451752
14, 0.11209708452224731, 0.07650495320558548
15, 0.10801636427640915, 0.07117629796266556
16, 0.10548977553844452, 0.06592705845832825
17, 0.1012636348605156, 0.07391010224819183
18, 0.10394445806741714, 0.06475542485713959
19, 0.10247141867876053, 0.06957947462797165
20, 0.1079137772321701, 0.06648688018321991
21, 0.10654789954423904, 0.06342389434576035
22, 0.09876862913370132, 0.06199360638856888
23, 0.09612973779439926, 0.06294461339712143
24, 0.09416316449642181, 0.06309077888727188
25, 0.09669742733240128, 0.06505837291479111
26, 0.09840366989374161, 0.06081819906830788
27, 0.09782551974058151, 0.06352108716964722
28, 0.09059624373912811, 0.059651292860507965
29, 0.08868767321109772, 0.048772841691970825
30, 0.08526480197906494, 0.04830623418092728
