Epoch, Loss, Val Loss
1, 0.9927006959915161, 0.16727744042873383
2, 0.19708363711833954, 0.13327555358409882
3, 0.17411169409751892, 0.12084197252988815
4, 0.16207271814346313, 0.11983366310596466
5, 0.16100077331066132, 0.09911073744297028
6, 0.1543138325214386, 0.10038525611162186
7, 0.1396123766899109, 0.09298371523618698
8, 0.13877074420452118, 0.10223224014043808
9, 0.13235341012477875, 0.0903974249958992
10, 0.12459220737218857, 0.0866534486413002
11, 0.12402509152889252, 0.09255523979663849
12, 0.1295919269323349, 0.07959413528442383
13, 0.12424322962760925, 0.08827076107263565
14, 0.12442221492528915, 0.08149154484272003
15, 0.11888320744037628, 0.08190961927175522
16, 0.11833332479000092, 0.08612421900033951
17, 0.11676529049873352, 0.07418114691972733
18, 0.11277558654546738, 0.07839813828468323
19, 0.10866888612508774, 0.07156666368246078
20, 0.103477843105793, 0.059728603810071945
21, 0.10255210101604462, 0.060043029487133026
22, 0.10291075706481934, 0.066008061170578
23, 0.09894531220197678, 0.057259295135736465
24, 0.0981789231300354, 0.06556520611047745
25, 0.1011967733502388, 0.0656912624835968
26, 0.10049968957901001, 0.06213941052556038
27, 0.10092940181493759, 0.05366192013025284
28, 0.09772015362977982, 0.06222638115286827
29, 0.0966421514749527, 0.0634932592511177
30, 0.09721218794584274, 0.05576426535844803
31, 0.0971035361289978, 0.06318315118551254
32, 0.09645531326532364, 0.05763857811689377
33, 0.09581657499074936, 0.057202912867069244
34, 0.09572459757328033, 0.06049317494034767
35, 0.0960390642285347, 0.057947706431150436
36, 0.08784086257219315, 0.04454614967107773
37, 0.08709600567817688, 0.055124811828136444
38, 0.08550143986940384, 0.047598909586668015
39, 0.08411421626806259, 0.047062598168849945
40, 0.08267858624458313, 0.0589391365647316
41, 0.08459026366472244, 0.04172668606042862
42, 0.08366362750530243, 0.05214992165565491
43, 0.08414061367511749, 0.0559924952685833
44, 0.08500766009092331, 0.045657843351364136
45, 0.08011520653963089, 0.0634576678276062
46, 0.08545268326997757, 0.05086749047040939
47, 0.08235232532024384, 0.05473615229129791
48, 0.07698920369148254, 0.0460483580827713
49, 0.07452867180109024, 0.048241615295410156
50, 0.07089342921972275, 0.04295116662979126
